STUDENT_ID|TERM|COURSE|STUDENT
90000414|'202520.CHEM1112.06Z.gsmith34'
90000415|'202520.CHEM1112.04Z.gsmith34'
90000416|'202520.CHEM1112.08Z.eosborne'
90000417|'202520.CHEM1106.03Z.jmaxwell'
90000418|'202520.CHEM1112.08Z.eosborne'
90000419|'202520.BIOL1413.03Z.bskipper,202520.BIOL2124.01Z.cadkins'
90000420|'202520.BIOL3403.01Z.lammerma'
90000421|'202520.CHEM1106.05Z.jmaxwell'
90000422|'202520.BIOL2124.01Z.cadkins'
90000423|'202520.CHEM1112.08Z.eosborne'
90000424|'202520.PHYS1102.01Z.eholik'
90000425|'202520.PHYS1102.02Z.challen'
90000426|'202520.BIOL2420.03Z.hjones13,202520.CHEM1106.05Z.jmaxwell'
90000427|'202520.GEOL1104.03Z.ekoemanshields'
90000428|'202520.CHEM1111.06Z.sdharmarajan'
90000429|'202520.BIOL2124.02Z.hjones13,202520.CHEM1112.08Z.eosborne'
90000430|'202520.BIOL2124.04Z.cadkins,202520.BIOL2420.02Z.hjones13'
90000431|'202520.BIOL3403.01Z.lammerma,202520.CHEM3452.03Z.sramasamy'
90000432|'202520.PHYS2125.01Z.kcarrell'
90000433|'202520.CHEM1112.07Z.gsmith34'
90000434|'202520.PHYS2125.01Z.kcarrell'
90000435|'202520.PHYS2126.01Z.swilliams36'
90000436|'202520.BIOL1413.02Z.eabreu'
90000437|'202520.CHEM3452.03Z.sramasamy'
90000438|'202520.BIOL2124.02Z.hjones13'
90000439|'202520.GEOL1104.04Z.jgarza85'
90000440|'202520.CHEM1112.08Z.eosborne,202520.PHYS1102.01Z.eholik'
90000441|'202520.CHEM1112.07Z.gsmith34'
90000442|'202520.BIOL2124.03Z.cadkins'
90000443|'202520.GEOL1104.03Z.ekoemanshields'
90000444|'202520.BIOL2420.02Z.hjones13'
90000445|'202520.BIOL2124.01Z.cadkins,202520.CHEM1106.04Z.jmaxwell'
90000446|'202520.GEOL1104.04Z.jgarza85'
90000447|'202520.CHEM1111.06Z.sdharmarajan'
90000448|'202520.CHEM1106.04Z.jmaxwell'
90000449|'202520.CHEM1112.08Z.eosborne'
90000450|'202520.GEOL1104.04Z.jgarza85'
90000451|'202520.BIOL2124.04Z.cadkins'
90000452|'202520.CHEM1111.07Z.rzehnder'
90000453|'202520.CHEM1112.07Z.gsmith34'
90000454|'202520.GEOL1104.03Z.ekoemanshields'
90000455|'202520.CHEM1112.06Z.gsmith34'
90000456|'202520.BIOL2420.03Z.hjones13'
90000457|'202520.CHEM1111.06Z.sdharmarajan'
90000458|'202520.CHEM1106.04Z.jmaxwell'
90000459|'202520.CHEM1111.10Z.sdharmarajan'
90000460|'202520.CHEM1106.04Z.jmaxwell'
90000461|'202520.BIOL2124.04Z.cadkins'
90000462|'202520.GEOL1104.03Z.ekoemanshields'
90000463|'202520.PHYS2126.01Z.swilliams36'
90000464|'202520.CHEM1112.04Z.gsmith34'
90000465|'202520.CHEM1106.04Z.jmaxwell'
90000466|'202520.BIOL2124.04Z.cadkins'
90000467|'202520.CHEM1111.06Z.sdharmarajan'
90000468|'202520.CHEM1111.10Z.sdharmarajan'
90000469|'202520.CHEM1112.06Z.gsmith34'
90000470|'202520.CHEM1112.07Z.gsmith34'
90000471|'202520.CHEM1111.09Z.jcarr17'
90000472|'202520.CHEM1111.09Z.jcarr17'
90000473|'202520.CHEM1111.06Z.sdharmarajan'
90000474|'202520.CHEM1106.04Z.jmaxwell'
90000475|'202520.CHEM1112.07Z.gsmith34'
90000476|'202520.CHEM1112.05Z.gsmith34'
90000477|'202520.BIOL2420.01Z.hjones13'
90000478|'202520.GEOL1104.04Z.jgarza85'
90000479|'202520.CHEM1111.09Z.jcarr17'
90000480|'202520.PHYS2125.01Z.kcarrell'
